id,label,external,entrypoint
248,Lcom/tencent/bugly/legu/crashreport/crash/c;->a(I Landroid/content/Context; Z Lcom/tencent/bugly/legu/BuglyStrategy$a; Lcom/tencent/bugly/legu/proguard/n; Ljava/lang/String;)V [access_flags=public static synchronized] @ 0x2c280,False,False
249,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setContext(Landroid/content/Context;)V [access_flags=public static synchronized] @ 0x22298,False,False
250,Lcom/tencent/bugly/legu/CrashModule;->onServerStrategyChanged(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=public] @ 0x20b8c,False,False
251,Lcom/tencent/bugly/legu/crashreport/crash/c;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=public final] @ 0x2c31c,False,False
252,Lcom/tencent/bugly/legu/crashreport/crash/d;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=public static] @ 0x2cb04,False,False
253,Lcom/tencent/bugly/legu/CrashModule;->hasInitialized()Z [access_flags=public static] @ 0x20a50,False,False
254,Ljava/util/List;->add(Ljava/lang/Object;)Z,True,False
255,Ljava/util/List;->contains(Ljava/lang/Object;)Z,True,False
256,Lcom/tencent/bugly/legu/proguard/w;->d(Ljava/lang/String; [Ljava/lang/Object;)Z [access_flags=public static varargs] @ 0x3fcb0,False,False
257,Ljava/lang/String;->getBytes()[B,True,False
258,Ljava/lang/Integer;->valueOf(I)Ljava/lang/Integer;,True,False
259,Lcom/tencent/bugly/legu/proguard/o;->a(Landroid/content/Context; Ljava/util/List;)Lcom/tencent/bugly/legu/proguard/o; [access_flags=public static synchronized] @ 0x3a658,False,False
260,Lcom/tencent/bugly/legu/proguard/m;->a(Landroid/content/Context;)Lcom/tencent/bugly/legu/proguard/m; [access_flags=public static synchronized] @ 0x39d84,False,False
261,Lcom/tencent/bugly/legu/proguard/w;->e(Ljava/lang/String; [Ljava/lang/Object;)Z [access_flags=public static varargs] @ 0x3fccc,False,False
262,Ljava/lang/String;->substring(I I)Ljava/lang/String;,True,False
263,Lcom/tencent/bugly/legu/proguard/w;->b(Ljava/lang/String; [Ljava/lang/Object;)Z [access_flags=public static varargs] @ 0x3fc44,False,False
264,Ljava/util/List;->size()I,True,False
265,Lcom/tencent/bugly/legu/b;->a(Lcom/tencent/bugly/legu/crashreport/common/info/a;)Z [access_flags=private static] @ 0x21384,False,False
266,Lcom/tencent/bugly/legu/crashreport/biz/b;->a(Landroid/content/Context; Lcom/tencent/bugly/legu/BuglyStrategy;)V [access_flags=public static] @ 0x23d3c,False,False
267,Lcom/tencent/bugly/legu/proguard/x;->a(Landroid/content/Context;)V [access_flags=public static synchronized] @ 0x40158,False,False
268,Ljava/util/List;->get(I)Ljava/lang/Object;,True,False
269,Lcom/tencent/bugly/legu/proguard/w;->a(Ljava/lang/Throwable;)Z [access_flags=public static] @ 0x3fc10,False,False
270,Lcom/tencent/bugly/legu/proguard/t;->a(Landroid/content/Context;)Lcom/tencent/bugly/legu/proguard/t; [access_flags=public static synchronized] @ 0x3d3fc,False,False
271,Lcom/tencent/bugly/legu/crashreport/common/info/a;->a(Ljava/lang/String;)V [access_flags=public final] @ 0x24eb4,False,False
272,Lcom/tencent/bugly/legu/proguard/o;->a(I Ljava/lang/String; [B Lcom/tencent/bugly/legu/proguard/n; Z)Z [access_flags=public final] @ 0x3b988,False,False
273,Lcom/tencent/bugly/legu/crashreport/common/info/a;->c(Ljava/lang/String;)V [access_flags=public final synchronized] @ 0x25104,False,False
274,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->a(Landroid/content/Context; Ljava/util/List;)Lcom/tencent/bugly/legu/crashreport/common/strategy/a; [access_flags=public static synchronized] @ 0x264c4,False,False
275,Lcom/tencent/bugly/legu/proguard/m;->b()I [access_flags=public final synchronized] @ 0x3a178,False,False
276,Lcom/tencent/bugly/legu/proguard/m;->a(I)Z [access_flags=public final synchronized] @ 0x3a028,False,False
277,Landroid/util/Log;->w(Ljava/lang/String; Ljava/lang/String;)I,True,False
278,Lcom/tencent/bugly/legu/b;-><clinit>()V [access_flags=static constructor] @ 0x20d14,False,False
279,Ljava/util/ArrayList;-><init>()V,True,False
280,Lcom/tencent/bugly/legu/b;->a(Landroid/content/Context;)V [access_flags=public static synchronized] @ 0x20d40,False,False
281,Lcom/tencent/bugly/legu/b;->a(Landroid/content/Context; Lcom/tencent/bugly/legu/BuglyStrategy;)V [access_flags=public static synchronized] @ 0x20d74,False,False
282,Lcom/tencent/bugly/legu/crashreport/common/info/a;->e()Ljava/lang/String; [access_flags=public final] @ 0x251cc,False,False
283,Lcom/tencent/bugly/legu/crashreport/BuglyHintException;-><init>(Ljava/lang/String;)V [access_flags=public constructor] @ 0x213dc,False,False
284,Ljava/lang/RuntimeException;-><init>(Ljava/lang/String;)V,True,False
285,Landroid/util/Log;->i(Ljava/lang/String; Ljava/lang/String;)I,True,False
286,Lcom/tencent/bugly/legu/proguard/x;->a(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static synchronized] @ 0x40274,False,False
287,Lcom/tencent/bugly/legu/crashreport/BuglyLog;-><init>()V [access_flags=public constructor] @ 0x213f4,False,False
288,Lcom/tencent/bugly/legu/crashreport/BuglyLog;->d(Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static] @ 0x2140c,False,False
289,Lcom/tencent/bugly/legu/crashreport/BuglyLog;->e(Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static] @ 0x21448,False,False
290,Lcom/tencent/bugly/legu/crashreport/BuglyLog;->e(Ljava/lang/String; Ljava/lang/String; Ljava/lang/Throwable;)V [access_flags=public static] @ 0x21484,False,False
291,Lcom/tencent/bugly/legu/proguard/x;->a(Ljava/lang/String; Ljava/lang/String; Ljava/lang/Throwable;)V [access_flags=public static] @ 0x40418,False,False
292,Lcom/tencent/bugly/legu/crashreport/BuglyLog;->setCache(I)V [access_flags=public static] @ 0x214fc,False,False
293,Lcom/tencent/bugly/legu/proguard/x;->a(I)V [access_flags=public static] @ 0x4010c,False,False
294,Lcom/tencent/bugly/legu/crashreport/BuglyLog;->v(Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static] @ 0x21514,False,False
295,Landroid/util/Log;->v(Ljava/lang/String; Ljava/lang/String;)I,True,False
296,Lcom/tencent/bugly/legu/crashreport/BuglyLog;->w(Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static] @ 0x21550,False,False
297,Lcom/tencent/bugly/legu/crashreport/CrashReport$CrashHandleCallback;-><init>()V [access_flags=public constructor] @ 0x2158c,False,False
298,Lcom/tencent/bugly/legu/crashreport/CrashReport$UserStrategy;->getCrashHandleCallback()Lcom/tencent/bugly/legu/BuglyStrategy$a; [access_flags=public bridge synthetic] @ 0x215bc,False,False
299,Lcom/tencent/bugly/legu/crashreport/CrashReport$UserStrategy;->getCrashHandleCallback()Lcom/tencent/bugly/legu/crashreport/CrashReport$CrashHandleCallback; [access_flags=public synchronized] @ 0x215d8,False,False
300,Ljava/util/Map;->entrySet()Ljava/util/Set;,True,False
301,Ljava/lang/String;->trim()Ljava/lang/String;,True,False
302,Ljava/util/Map;->put(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,True,False
303,Ljava/util/HashMap;-><init>()V,True,False
304,Ljava/util/Map$Entry;->getKey()Ljava/lang/Object;,True,False
305,Ljava/util/Map$Entry;->getValue()Ljava/lang/Object;,True,False
306,Ljava/util/Set;->iterator()Ljava/util/Iterator;,True,False
307,Lcom/tencent/bugly/legu/crashreport/CrashReport;->putSdkData(Landroid/content/Context; Ljava/lang/String; Ljava/lang/String;)V [access_flags=private static] @ 0x21e70,False,False
308,Ljava/util/Map;->size()I,True,False
309,Lcom/tencent/bugly/legu/crashreport/CrashReport;->postCatchedException(Ljava/lang/Throwable; Z)V [access_flags=public static synchronized] @ 0x21da4,False,False
310,Lcom/tencent/bugly/legu/crashreport/CrashReport;-><init>()V [access_flags=public constructor] @ 0x21630,False,False
311,Lcom/tencent/bugly/legu/crashreport/CrashReport;->closeBugly()V [access_flags=public static] @ 0x21648,False,False
312,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;->getInstance()Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier; [access_flags=public static synchronized] @ 0x26c10,False,False
313,Lcom/tencent/bugly/legu/crashreport/CrashReport;->closeCrashReport()V [access_flags=public static synchronized] @ 0x216d0,False,False
314,Lcom/tencent/bugly/legu/proguard/v;->a()Lcom/tencent/bugly/legu/proguard/v; [access_flags=public static synchronized] @ 0x3f6a4,False,False
315,Lcom/tencent/bugly/legu/crashreport/biz/b;->a(Landroid/content/Context;)V [access_flags=public static] @ 0x23cc0,False,False
316,Lcom/tencent/bugly/legu/proguard/v;->b()V [access_flags=public final synchronized] @ 0x3f8f4,False,False
317,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;->unregist(Landroid/content/Context;)V [access_flags=public synchronized] @ 0x26d78,False,False
318,Lcom/tencent/bugly/legu/crashreport/crash/c;->d()V [access_flags=public final synchronized] @ 0x2c4b4,False,False
319,Lcom/tencent/bugly/legu/crashreport/CrashReport;->closeNativeReport()V [access_flags=public static synchronized] @ 0x21750,False,False
320,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getAllUserDataKeys(Landroid/content/Context;)Ljava/util/Set; [access_flags=public static] @ 0x217e8,False,False
321,Lcom/tencent/bugly/legu/crashreport/common/info/a;->z()Ljava/util/Set; [access_flags=public final synchronized] @ 0x25e40,False,False
322,Ljava/util/HashSet;-><init>()V,True,False
323,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getAppChannel()Ljava/lang/String; [access_flags=public static synchronized] @ 0x2184c,False,False
324,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getAppID()Ljava/lang/String; [access_flags=public static synchronized] @ 0x218cc,False,False
325,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getAppVer()Ljava/lang/String; [access_flags=public static synchronized] @ 0x21950,False,False
326,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getBuglyVersion(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x219d0,False,False
327,Lcom/tencent/bugly/legu/crashreport/common/info/a;->b()Ljava/lang/String; [access_flags=public static] @ 0x24d10,False,False
328,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getSdkExtraData()Ljava/util/Map; [access_flags=public static] @ 0x21a0c,False,False
329,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getUserData(Landroid/content/Context; Ljava/lang/String;)Ljava/lang/String; [access_flags=public static] @ 0x21a44,False,False
330,Lcom/tencent/bugly/legu/crashreport/common/info/a;->g(Ljava/lang/String;)Ljava/lang/String; [access_flags=public final synchronized] @ 0x253b4,False,False
331,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getUserDatasSize(Landroid/content/Context;)I [access_flags=public static] @ 0x21ac0,False,False
332,Lcom/tencent/bugly/legu/crashreport/common/info/a;->y()I [access_flags=public final synchronized] @ 0x25e0c,False,False
333,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getUserId()Ljava/lang/String; [access_flags=public static synchronized] @ 0x21b10,False,False
334,Lcom/tencent/bugly/legu/crashreport/common/info/a;->f()Ljava/lang/String; [access_flags=public final synchronized] @ 0x25250,False,False
335,Lcom/tencent/bugly/legu/crashreport/CrashReport;->getUserSceneTagId(Landroid/content/Context;)I [access_flags=public static] @ 0x21b94,False,False
336,Lcom/tencent/bugly/legu/crashreport/common/info/a;->B()I [access_flags=public final synchronized] @ 0x24d7c,False,False
337,Lcom/tencent/bugly/legu/crashreport/CrashReport;->initCrashReport(Landroid/content/Context;)V [access_flags=public static synchronized] @ 0x21be4,False,False
338,Lcom/tencent/bugly/legu/crashreport/CrashReport;->initCrashReport(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/CrashReport$UserStrategy;)V [access_flags=public static synchronized] @ 0x21c28,False,False
339,Lcom/tencent/bugly/legu/crashreport/CrashReport;->initCrashReport(Landroid/content/Context; Ljava/lang/String; Z)V [access_flags=public static synchronized] @ 0x21c6c,False,False
340,Lcom/tencent/bugly/legu/crashreport/CrashReport;->isLastSessionCrash()Z [access_flags=public static synchronized] @ 0x21cec,False,False
341,Lcom/tencent/bugly/legu/crashreport/crash/c;->b()Z [access_flags=public final] @ 0x2c39c,False,False
342,Ljava/lang/Thread;->currentThread()Ljava/lang/Thread;,True,False
343,Lcom/tencent/bugly/legu/crashreport/common/info/a;->x()V [access_flags=public final synchronized] @ 0x25dd8,False,False
344,Lcom/tencent/bugly/legu/crashreport/crash/c;->a(Ljava/lang/Thread; Ljava/lang/Throwable; Z Ljava/lang/String; [B)V [access_flags=public final] @ 0x2c368,False,False
345,Ljava/lang/String;->format(Ljava/lang/String; [Ljava/lang/Object;)Ljava/lang/String;,True,False
346,Lcom/tencent/bugly/legu/crashreport/common/info/a;->b(Ljava/lang/String; Ljava/lang/String;)V [access_flags=public final synchronized] @ 0x24ff0,False,False
347,Lcom/tencent/bugly/legu/crashreport/CrashReport;->putUserData(Landroid/content/Context; Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static] @ 0x21f98,False,False
348,Lcom/tencent/bugly/legu/crashreport/common/info/a;->a(Ljava/lang/String; Ljava/lang/String;)V [access_flags=public final synchronized] @ 0x24ecc,False,False
349,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->getInstance()Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler; [access_flags=public static synchronized] @ 0x2f310,False,False
350,Lcom/tencent/bugly/legu/proguard/w;->c(Ljava/lang/String; [Ljava/lang/Object;)Z [access_flags=public static varargs] @ 0x3fc94,False,False
351,Ljava/util/Set;->contains(Ljava/lang/Object;)Z,True,False
352,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->putKeyValueToNative(Ljava/lang/String; Ljava/lang/String;)Z [access_flags=public] @ 0x2f628,False,False
353,Ljava/lang/String;->matches(Ljava/lang/String;)Z,True,False
354,Lcom/tencent/bugly/legu/crashreport/CrashReport;->removeUserData(Landroid/content/Context; Ljava/lang/String;)Ljava/lang/String; [access_flags=public static] @ 0x221a4,False,False
355,Lcom/tencent/bugly/legu/crashreport/common/info/a;->f(Ljava/lang/String;)Ljava/lang/String; [access_flags=public final synchronized] @ 0x2527c,False,False
356,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setAppVersion(Landroid/content/Context; Ljava/lang/String;)V [access_flags=public static] @ 0x22238,False,False
357,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setIsAppForeground(Landroid/content/Context; Z)V [access_flags=public static] @ 0x222c8,False,False
358,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setIsDevelopmentDevice(Landroid/content/Context; Z)V [access_flags=public static] @ 0x22338,False,False
359,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setJavascriptMonitor(Landroid/webkit/WebView; Z)Z [access_flags=public static] @ 0x223a8,False,False
360,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setJavascriptMonitor(Landroid/webkit/WebView; Z Z)Z [access_flags=public static] @ 0x223c4,False,False
361,Lcom/tencent/bugly/legu/crashreport/crash/h5/H5JavaScriptInterface;->getInstance(Landroid/webkit/WebView;)Lcom/tencent/bugly/legu/crashreport/crash/h5/H5JavaScriptInterface; [access_flags=public static] @ 0x2e1d0,False,False
362,Landroid/webkit/WebView;->getSettings()Landroid/webkit/WebSettings;,True,False
363,Landroid/webkit/WebSettings;->getJavaScriptEnabled()Z,True,False
364,Landroid/webkit/WebView;->loadUrl(Ljava/lang/String;)V,True,False
365,Lcom/tencent/bugly/legu/crashreport/crash/h5/c;->b()Ljava/lang/String; [access_flags=public static] @ 0x2ea64,False,False
366,Landroid/webkit/WebView;->getUrl()Ljava/lang/String;,True,False
367,Landroid/webkit/WebSettings;->setJavaScriptEnabled(Z)V,True,False
368,Lcom/tencent/bugly/legu/crashreport/crash/h5/c;->a()Ljava/lang/String; [access_flags=public static] @ 0x2ea10,False,False
369,Landroid/webkit/WebView;->addJavascriptInterface(Ljava/lang/Object; Ljava/lang/String;)V,True,False
370,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setSessionIntervalMills(J)V [access_flags=public static] @ 0x2269c,False,False
371,Lcom/tencent/bugly/legu/crashreport/biz/b;->a(J)V [access_flags=public static] @ 0x23c88,False,False
372,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setUserId(Landroid/content/Context; Ljava/lang/String;)V [access_flags=public static] @ 0x226cc,False,False
373,Lcom/tencent/bugly/legu/crashreport/common/info/a;->b(Ljava/lang/String;)V [access_flags=public final synchronized] @ 0x24fa0,False,False
374,Lcom/tencent/bugly/legu/crashreport/biz/b;->a()V [access_flags=public static] @ 0x23c5c,False,False
375,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setUserId(Ljava/lang/String;)V [access_flags=public static] @ 0x227b0,False,False
376,Lcom/tencent/bugly/legu/crashreport/CrashReport;->setUserSceneTag(Landroid/content/Context; I)V [access_flags=public static] @ 0x22800,False,False
377,Lcom/tencent/bugly/legu/crashreport/common/info/a;->a(I)V [access_flags=public final synchronized] @ 0x24e50,False,False
378,Lcom/tencent/bugly/legu/crashreport/CrashReport;->startCrashReport()V [access_flags=public static synchronized] @ 0x2287c,False,False
379,Lcom/tencent/bugly/legu/crashreport/crash/c;->c()V [access_flags=public final synchronized] @ 0x2c468,False,False
380,Lcom/tencent/bugly/legu/crashreport/CrashReport;->testANRCrash()V [access_flags=public static synchronized] @ 0x228fc,False,False
381,Lcom/tencent/bugly/legu/crashreport/crash/c;->k()V [access_flags=public final synchronized] @ 0x2c5d0,False,False
382,Lcom/tencent/bugly/legu/crashreport/CrashReport;->testJavaCrash()V [access_flags=public static synchronized] @ 0x2298c,False,False
383,Lcom/tencent/bugly/legu/crashreport/CrashReport;->testNativeCrash()V [access_flags=public static synchronized] @ 0x22a0c,False,False
384,Lcom/tencent/bugly/legu/crashreport/crash/c;->j()V [access_flags=public final synchronized] @ 0x2c59c,False,False
385,Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean$1;-><init>()V [access_flags=constructor] @ 0x22a9c,False,False
386,Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean$1;->createFromParcel(Landroid/os/Parcel;)Ljava/lang/Object; [access_flags=public final synthetic] @ 0x22ab4,False,False
387,Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean;-><init>(Landroid/os/Parcel;)V [access_flags=public constructor] @ 0x22b4c,False,False
388,Landroid/os/Parcel;->readLong()J,True,False
389,Landroid/os/Parcel;->readString()Ljava/lang/String;,True,False
390,Lcom/tencent/bugly/legu/proguard/a;->b(Landroid/os/Parcel;)Ljava/util/Map; [access_flags=public static] @ 0x341a4,False,False
391,Landroid/os/Parcel;->readInt()I,True,False
392,Landroid/os/Parcel;->readByte()B,True,False
393,Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean;-><clinit>()V [access_flags=static constructor] @ 0x22ae8,False,False
394,Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean;-><init>()V [access_flags=public constructor] @ 0x22b08,False,False
395,Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean;->writeToParcel(Landroid/os/Parcel; I)V [access_flags=public] @ 0x22c84,False,False
396,Landroid/os/Parcel;->writeString(Ljava/lang/String;)V,True,False
397,Landroid/os/Parcel;->writeLong(J)V,True,False
398,Landroid/os/Parcel;->writeInt(I)V,True,False
399,Landroid/os/Parcel;->writeByte(B)V,True,False
400,Lcom/tencent/bugly/legu/proguard/a;->b(Landroid/os/Parcel; Ljava/util/Map;)V [access_flags=public static] @ 0x3424c,False,False
401,Lcom/tencent/bugly/legu/proguard/s;->a(Z)V [access_flags=public abstract] @ 0x0,False,False
402,Lcom/tencent/bugly/legu/crashreport/biz/a$1;-><init>(Lcom/tencent/bugly/legu/crashreport/biz/a; Ljava/util/List;)V [access_flags=constructor] @ 0x22d58,False,False
403,Lcom/tencent/bugly/legu/crashreport/biz/a$1;->a(Z)V [access_flags=public final] @ 0x22d78,False,False
404,Lcom/tencent/bugly/legu/crashreport/biz/a;->a(Lcom/tencent/bugly/legu/crashreport/biz/a; Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean;)V [access_flags=static synthetic] @ 0x230e0,False,False
405,Ljava/lang/System;->currentTimeMillis()J,True,False
406,Lcom/tencent/bugly/legu/crashreport/biz/a$a;-><init>(Lcom/tencent/bugly/legu/crashreport/biz/a; Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean; Z)V [access_flags=public constructor] @ 0x22ddc,False,False
407,Lcom/tencent/bugly/legu/crashreport/biz/a$a;->run()V [access_flags=public final] @ 0x22e00,False,False
408,Lcom/tencent/bugly/legu/crashreport/biz/a;->b()V [access_flags=public final synchronized] @ 0x23634,False,False
409,Lcom/tencent/bugly/legu/crashreport/common/info/a;->d()Ljava/lang/String; [access_flags=public final] @ 0x25130,False,False
410,Lcom/tencent/bugly/legu/crashreport/biz/a$b;-><init>(Lcom/tencent/bugly/legu/crashreport/biz/a;)V [access_flags=constructor] @ 0x22e90,False,False
411,Lcom/tencent/bugly/legu/crashreport/biz/a$b;->run()V [access_flags=public final] @ 0x22eac,False,False
412,Lcom/tencent/bugly/legu/crashreport/biz/a;->a(Lcom/tencent/bugly/legu/crashreport/biz/a;)J [access_flags=static synthetic] @ 0x22f50,False,False
413,Lcom/tencent/bugly/legu/proguard/v;->a(Ljava/lang/Runnable; J)Z [access_flags=public final synchronized] @ 0x3f808,False,False
414,Lcom/tencent/bugly/legu/crashreport/biz/a;->b(Lcom/tencent/bugly/legu/crashreport/biz/a;)I [access_flags=static synthetic] @ 0x2324c,False,False
415,Lcom/tencent/bugly/legu/crashreport/biz/a;->a(I Z J)V [access_flags=public final] @ 0x23504,False,False
416,Lcom/tencent/bugly/legu/crashreport/biz/a;->a()V [access_flags=public final] @ 0x234b0,False,False
417,Lcom/tencent/bugly/legu/proguard/o;->a(Ljava/lang/String; Landroid/content/ContentValues; Lcom/tencent/bugly/legu/proguard/n; Z)J [access_flags=public final] @ 0x3b3c4,False,False
418,Lcom/tencent/bugly/legu/crashreport/biz/a;->a(Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean;)Landroid/content/ContentValues; [access_flags=private static] @ 0x22f68,False,False
419,Ljava/util/Iterator;->remove()V,True,False
420,Lcom/tencent/bugly/legu/proguard/a;->o()J [access_flags=public static] @ 0x35160,False,False
421,Lcom/tencent/bugly/legu/crashreport/biz/a;->a(Ljava/lang/String;)Ljava/util/List; [access_flags=public final] @ 0x2326c,False,False
422,Lcom/tencent/bugly/legu/proguard/a;->a(Ljava/util/List; I)Lcom/tencent/bugly/legu/proguard/ar; [access_flags=public static] @ 0x31f40,False,False
423,Lcom/tencent/bugly/legu/proguard/t;->a()Lcom/tencent/bugly/legu/proguard/t; [access_flags=public static synchronized] @ 0x3d3cc,False,False
424,Lcom/tencent/bugly/legu/proguard/a;->a(Lcom/tencent/bugly/legu/proguard/j;)[B [access_flags=public static] @ 0x33b94,False,False
425,Lcom/tencent/bugly/legu/crashreport/biz/a;->a(Ljava/util/List;)V [access_flags=private static] @ 0x2314c,False,False
426,Lcom/tencent/bugly/legu/proguard/t;->a(I Lcom/tencent/bugly/legu/proguard/am; Ljava/lang/String; Lcom/tencent/bugly/legu/proguard/s;)V [access_flags=public final] @ 0x3e008,False,False
427,Lcom/tencent/bugly/legu/proguard/a;->a(Landroid/content/Context; I [B)Lcom/tencent/bugly/legu/proguard/am; [access_flags=public static] @ 0x317fc,False,False
428,Ljava/util/List;->set(I Ljava/lang/Object;)Ljava/lang/Object;,True,False
429,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->c()Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean; [access_flags=public final] @ 0x2699c,False,False
430,Lcom/tencent/bugly/legu/crashreport/common/info/a;->A()Ljava/util/Map; [access_flags=public final synchronized] @ 0x24d28,False,False
431,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->a()Lcom/tencent/bugly/legu/crashreport/common/strategy/a; [access_flags=public static synchronized] @ 0x26494,False,False
432,Lcom/tencent/bugly/legu/crashreport/common/info/a;->C()I [access_flags=public final synchronized] @ 0x24da8,False,False
433,Lcom/tencent/bugly/legu/crashreport/common/info/a;->w()Ljava/util/Map; [access_flags=public final synchronized] @ 0x25d84,False,False
434,Lcom/tencent/bugly/legu/crashreport/biz/a;-><init>(Landroid/content/Context;)V [access_flags=public constructor] @ 0x22f34,False,False
435,Landroid/content/ContentValues;->put(Ljava/lang/String; Ljava/lang/Long;)V,True,False
436,Landroid/os/Parcel;->obtain()Landroid/os/Parcel;,True,False
437,Landroid/content/ContentValues;->put(Ljava/lang/String; Ljava/lang/Integer;)V,True,False
438,Landroid/content/ContentValues;-><init>()V,True,False
439,Landroid/os/Parcel;->recycle()V,True,False
440,Landroid/content/ContentValues;->put(Ljava/lang/String; [B)V,True,False
441,Landroid/os/Parcelable;->writeToParcel(Landroid/os/Parcel; I)V,True,False
442,Landroid/os/Parcel;->marshall()[B,True,False
443,Landroid/content/ContentValues;->put(Ljava/lang/String; Ljava/lang/String;)V,True,False
444,Lcom/tencent/bugly/legu/crashreport/biz/a;->a(Landroid/database/Cursor;)Lcom/tencent/bugly/legu/crashreport/biz/UserInfoBean; [access_flags=private static] @ 0x23054,False,False
445,Landroid/database/Cursor;->getColumnIndex(Ljava/lang/String;)I,True,False
446,Landroid/database/Cursor;->getBlob(I)[B,True,False
447,Lcom/tencent/bugly/legu/proguard/a;->a([B Landroid/os/Parcelable$Creator;)Ljava/lang/Object; [access_flags=public static] @ 0x32364,False,False
448,Landroid/database/Cursor;->getLong(I)J,True,False
449,Ljava/lang/String;->substring(I)Ljava/lang/String;,True,False
450,Ljava/lang/StringBuilder;->append(J)Ljava/lang/StringBuilder;,True,False
451,Lcom/tencent/bugly/legu/proguard/o;->a(Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Lcom/tencent/bugly/legu/proguard/n; Z)I [access_flags=public final] @ 0x3b3a8,False,False
452,Ljava/lang/StringBuilder;->setLength(I)V,True,False
453,Landroid/database/Cursor;->close()V,True,False
454,Landroid/database/Cursor;->isClosed()Z,True,False
455,Landroid/database/Cursor;->moveToNext()Z,True,False
456,Lcom/tencent/bugly/legu/proguard/o;->a(Ljava/lang/String; [Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String; Lcom/tencent/bugly/legu/proguard/n; Z)Landroid/database/Cursor; [access_flags=public final] @ 0x3b3e0,False,False
457,Lcom/tencent/bugly/legu/crashreport/biz/b$1;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/BuglyStrategy;)V [access_flags=constructor] @ 0x238e4,False,False
458,Lcom/tencent/bugly/legu/crashreport/biz/b$1;->run()V [access_flags=public final] @ 0x23904,False,False
459,Lcom/tencent/bugly/legu/crashreport/biz/b;->b(Landroid/content/Context; Lcom/tencent/bugly/legu/BuglyStrategy;)V [access_flags=static synthetic] @ 0x23e68,False,False
460,Lcom/tencent/bugly/legu/crashreport/biz/b$2;-><init>()V [access_flags=constructor] @ 0x23924,False,False
461,Lcom/tencent/bugly/legu/crashreport/biz/b$2;->onActivityPaused(Landroid/app/Activity;)V [access_flags=public final] @ 0x23964,False,False
462,Lcom/tencent/bugly/legu/crashreport/biz/b;->b()Ljava/lang/Class; [access_flags=static synthetic] @ 0x23e50,False,False
463,Ljava/lang/Class;->getName()Ljava/lang/String;,True,False
464,Lcom/tencent/bugly/legu/crashreport/biz/b;->c(J)J [access_flags=static synthetic] @ 0x23e98,False,False
