id,label,external,entrypoint
465,Lcom/tencent/bugly/legu/crashreport/biz/b$2;->onActivityResumed(Landroid/app/Activity;)V [access_flags=public final] @ 0x23a2c,False,False
466,Lcom/tencent/bugly/legu/crashreport/biz/b;->f()J [access_flags=static synthetic] @ 0x24134,False,False
467,Lcom/tencent/bugly/legu/crashreport/common/info/a;->c()V [access_flags=public final] @ 0x250c4,False,False
468,Lcom/tencent/bugly/legu/crashreport/biz/b;->j()J [access_flags=static synthetic] @ 0x2419c,False,False
469,Lcom/tencent/bugly/legu/crashreport/biz/b;->e()J [access_flags=static synthetic] @ 0x2411c,False,False
470,Lcom/tencent/bugly/legu/crashreport/biz/b;->g()I [access_flags=static synthetic] @ 0x2414c,False,False
471,Lcom/tencent/bugly/legu/crashreport/biz/b;->i()I [access_flags=static synthetic] @ 0x24184,False,False
472,Lcom/tencent/bugly/legu/crashreport/biz/b;->h()I [access_flags=static synthetic] @ 0x2416c,False,False
473,Lcom/tencent/bugly/legu/crashreport/biz/b;->b(J)J [access_flags=static synthetic] @ 0x23e38,False,False
474,Lcom/tencent/bugly/legu/crashreport/biz/b;->c()J [access_flags=static synthetic] @ 0x23e80,False,False
475,Lcom/tencent/bugly/legu/crashreport/biz/b;->k()J [access_flags=static synthetic] @ 0x241b4,False,False
476,Lcom/tencent/bugly/legu/crashreport/biz/b;->d()J [access_flags=static synthetic] @ 0x24104,False,False
477,Lcom/tencent/bugly/legu/crashreport/biz/b;->c(Landroid/content/Context; Lcom/tencent/bugly/legu/BuglyStrategy;)V [access_flags=private static] @ 0x23eb0,False,False
478,Landroid/app/Application;->unregisterActivityLifecycleCallbacks(Landroid/app/Application$ActivityLifecycleCallbacks;)V,True,False
479,Lcom/tencent/bugly/legu/proguard/t;->a(I J)V [access_flags=public final synchronized] @ 0x3df6c,False,False
480,Ljava/lang/Thread;->getStackTrace()[Ljava/lang/StackTraceElement;,True,False
481,Landroid/app/Application;->registerActivityLifecycleCallbacks(Landroid/app/Application$ActivityLifecycleCallbacks;)V,True,False
482,Lcom/tencent/bugly/legu/crashreport/biz/b;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=public static] @ 0x23de4,False,False
483,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;-><clinit>()V [access_flags=static constructor] @ 0x241cc,False,False
484,Ljava/lang/String;->split(Ljava/lang/String;)[Ljava/lang/String;,True,False
485,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;-><init>()V [access_flags=public constructor] @ 0x241fc,False,False
486,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->a(I)Ljava/lang/String; [access_flags=public static] @ 0x24214,False,False
487,Ljava/io/FileReader;->close()V,True,False
488,Ljava/io/FileReader;->read([C)I,True,False
489,Ljava/lang/String;->valueOf(I)Ljava/lang/String;,True,False
490,Ljava/io/FileReader;-><init>(Ljava/lang/String;)V,True,False
491,Ljava/lang/String;-><init>([C)V,True,False
492,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->a(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x24334,False,False
493,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->a(Landroid/content/pm/PackageInfo;)Ljava/lang/String; [access_flags=public static] @ 0x24380,False,False
494,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->a(Ljava/util/Map;)Ljava/util/List; [access_flags=public static] @ 0x243c8,False,False
495,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->a(Landroid/content/Context; Ljava/lang/String;)Z [access_flags=public static] @ 0x24464,False,False
496,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->b(Landroid/content/Context;)Landroid/content/pm/PackageInfo; [access_flags=public static] @ 0x24500,False,False
497,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->b(Landroid/content/pm/PackageInfo;)Ljava/lang/String; [access_flags=public static] @ 0x24554,False,False
498,Ljava/lang/Integer;->toString(I)Ljava/lang/String;,True,False
499,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->c(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x245a4,False,False
500,Landroid/os/Process;->myPid()I,True,False
501,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->d(Landroid/content/Context;)Ljava/util/Map; [access_flags=public static] @ 0x245e4,False,False
502,Ljava/util/HashMap;->put(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,True,False
503,Ljava/lang/Object;->toString()Ljava/lang/String;,True,False
504,Landroid/os/Bundle;->get(Ljava/lang/String;)Ljava/lang/Object;,True,False
505,Lcom/tencent/bugly/legu/crashreport/common/info/AppInfo;->e(Landroid/content/Context;)Z [access_flags=public static] @ 0x24740,False,False
506,Landroid/app/ActivityManager;->getMemoryInfo(Landroid/app/ActivityManager$MemoryInfo;)V,True,False
507,Landroid/content/Context;->getSystemService(Ljava/lang/String;)Ljava/lang/Object;,True,False
508,Landroid/app/ActivityManager$MemoryInfo;-><init>()V,True,False
509,Lcom/tencent/bugly/legu/crashreport/common/info/PlugInBean$1;-><init>()V [access_flags=constructor] @ 0x247d4,False,False
510,Lcom/tencent/bugly/legu/crashreport/common/info/PlugInBean$1;->createFromParcel(Landroid/os/Parcel;)Ljava/lang/Object; [access_flags=public final synthetic] @ 0x247ec,False,False
511,Lcom/tencent/bugly/legu/crashreport/common/info/PlugInBean;-><init>(Landroid/os/Parcel;)V [access_flags=public constructor] @ 0x24840,False,False
512,Lcom/tencent/bugly/legu/crashreport/common/info/PlugInBean;-><clinit>()V [access_flags=static constructor] @ 0x24820,False,False
513,Lcom/tencent/bugly/legu/crashreport/common/info/PlugInBean;-><init>(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=public constructor] @ 0x2487c,False,False
514,Lcom/tencent/bugly/legu/crashreport/common/info/PlugInBean;->toString()Ljava/lang/String; [access_flags=public] @ 0x248b4,False,False
515,Lcom/tencent/bugly/legu/crashreport/common/info/PlugInBean;->writeToParcel(Landroid/os/Parcel; I)V [access_flags=public] @ 0x24918,False,False
516,Lcom/tencent/bugly/legu/crashreport/common/info/a;-><init>(Landroid/content/Context;)V [access_flags=private constructor] @ 0x24960,False,False
517,Ljava/util/Map;->keySet()Ljava/util/Set;,True,False
518,Ljava/util/Map;->clear()V,True,False
519,Ljava/util/Map;->remove(Ljava/lang/Object;)Ljava/lang/Object;,True,False
520,Ljava/util/UUID;->toString()Ljava/lang/String;,True,False
521,Ljava/util/UUID;->randomUUID()Ljava/util/UUID;,True,False
522,Ljava/util/HashMap;-><init>(Ljava/util/Map;)V,True,False
523,Ljava/lang/String;->toLowerCase()Ljava/lang/String;,True,False
524,Landroid/content/Context;->getDatabasePath(Ljava/lang/String;)Ljava/io/File;,True,False
525,Lcom/tencent/bugly/legu/proguard/a;->b()Ljava/lang/String; [access_flags=public static] @ 0x34004,False,False
526,Lcom/tencent/bugly/legu/proguard/a;->m()Ljava/lang/String; [access_flags=public static] @ 0x350c4,False,False
527,Lcom/tencent/bugly/legu/proguard/a;->c()Ljava/lang/String; [access_flags=public static] @ 0x34564,False,False
528,Lcom/tencent/bugly/legu/proguard/a;->d()I [access_flags=public static] @ 0x3462c,False,False
529,Lcom/tencent/bugly/legu/crashreport/common/info/a;->D()Z [access_flags=public final synchronized] @ 0x24dd4,False,False
530,Lcom/tencent/bugly/legu/crashreport/common/info/a;->F()I [access_flags=public final synchronized] @ 0x24e20,False,False
531,Lcom/tencent/bugly/legu/crashreport/common/info/a;->d(Ljava/lang/String;)V [access_flags=public final synchronized] @ 0x25184,False,False
532,Lcom/tencent/bugly/legu/crashreport/common/info/a;->e(Ljava/lang/String;)V [access_flags=public final synchronized] @ 0x25208,False,False
533,Lcom/tencent/bugly/legu/crashreport/common/info/a;->g()Ljava/lang/String; [access_flags=public final synchronized] @ 0x25314,False,False
534,Lcom/tencent/bugly/legu/crashreport/common/info/a;->m()Ljava/lang/String; [access_flags=public final synchronized] @ 0x255b8,False,False
535,Lcom/tencent/bugly/legu/crashreport/common/info/a;->j()Ljava/lang/String; [access_flags=public final synchronized] @ 0x254a4,False,False
536,Lcom/tencent/bugly/legu/crashreport/common/info/a;->l()Ljava/lang/String; [access_flags=public final synchronized] @ 0x2555c,False,False
537,Lcom/tencent/bugly/legu/proguard/a;->a(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x323dc,False,False
538,Lcom/tencent/bugly/legu/proguard/a;->b(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x34044,False,False
539,Lcom/tencent/bugly/legu/proguard/a;->c(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x345a4,False,False
540,Lcom/tencent/bugly/legu/crashreport/common/info/a;->k()Ljava/lang/String; [access_flags=public final synchronized] @ 0x25500,False,False
541,Lcom/tencent/bugly/legu/proguard/a;->d(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x3466c,False,False
542,Lcom/tencent/bugly/legu/crashreport/common/info/a;->n()J [access_flags=public final synchronized] @ 0x25614,False,False
543,Lcom/tencent/bugly/legu/proguard/a;->f()J [access_flags=public static] @ 0x348c4,False,False
544,Lcom/tencent/bugly/legu/crashreport/common/info/a;->o()J [access_flags=public final synchronized] @ 0x2565c,False,False
545,Lcom/tencent/bugly/legu/proguard/a;->h()J [access_flags=public static] @ 0x34ac0,False,False
546,Lcom/tencent/bugly/legu/crashreport/common/info/a;->p()J [access_flags=public final synchronized] @ 0x256a4,False,False
547,Lcom/tencent/bugly/legu/proguard/a;->j()J [access_flags=public static] @ 0x34f50,False,False
548,Lcom/tencent/bugly/legu/crashreport/common/info/a;->q()Ljava/lang/String; [access_flags=public final synchronized] @ 0x256ec,False,False
549,Lcom/tencent/bugly/legu/proguard/a;->e()Ljava/lang/String; [access_flags=public static] @ 0x346e8,False,False
550,Lcom/tencent/bugly/legu/crashreport/common/info/a;->r()Ljava/lang/String; [access_flags=public final] @ 0x2572c,False,False
551,Lcom/tencent/bugly/legu/proguard/a;->a(Landroid/content/Context; Ljava/lang/String;)Ljava/lang/String; [access_flags=public static] @ 0x32798,False,False
552,Lcom/tencent/bugly/legu/crashreport/common/info/a;->t()Ljava/lang/String; [access_flags=public final] @ 0x25798,False,False
553,Lcom/tencent/bugly/legu/proguard/a;->l()Ljava/lang/String; [access_flags=public static] @ 0x35078,False,False
554,Lcom/tencent/bugly/legu/crashreport/common/info/a;->u()Ljava/lang/Boolean; [access_flags=public final synchronized] @ 0x257c4,False,False
555,Lcom/tencent/bugly/legu/proguard/a;->f(Landroid/content/Context;)Z [access_flags=public static] @ 0x34930,False,False
556,Lcom/tencent/bugly/legu/crashreport/common/info/a;->v()Ljava/lang/String; [access_flags=public final synchronized] @ 0x25810,False,False
557,Lcom/tencent/bugly/legu/crashreport/common/info/a;->s()Ljava/util/Map; [access_flags=public final synchronized] @ 0x25780,False,False
558,Lcom/tencent/bugly/legu/crashreport/common/info/a;->E()Ljava/util/Map; [access_flags=public final synchronized] @ 0x24e08,False,False
559,Lcom/tencent/bugly/legu/crashreport/common/info/a;->h()Ljava/lang/String; [access_flags=public final synchronized] @ 0x2544c,False,False
560,Lcom/tencent/bugly/legu/crashreport/common/info/a;->i()Ljava/lang/String; [access_flags=public final synchronized] @ 0x25478,False,False
561,Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean$1;-><init>()V [access_flags=constructor] @ 0x25e74,False,False
562,Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean$1;->createFromParcel(Landroid/os/Parcel;)Ljava/lang/Object; [access_flags=public final synthetic] @ 0x25e8c,False,False
563,Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;-><init>(Landroid/os/Parcel;)V [access_flags=public constructor] @ 0x25fd4,False,False
564,Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;-><clinit>()V [access_flags=static constructor] @ 0x25ec0,False,False
565,Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;-><init>()V [access_flags=public constructor] @ 0x25ef8,False,False
566,Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;->writeToParcel(Landroid/os/Parcel; I)V [access_flags=public] @ 0x261c4,False,False
567,Lcom/tencent/bugly/legu/crashreport/common/strategy/a$1;-><init>(Lcom/tencent/bugly/legu/crashreport/common/strategy/a;)V [access_flags=constructor] @ 0x262e4,False,False
568,Ljava/lang/Thread;-><init>()V,True,False
569,Lcom/tencent/bugly/legu/crashreport/common/strategy/a$1;->run()V [access_flags=public final] @ 0x26300,False,False
570,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->d()Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean; [access_flags=public static] @ 0x26524,False,False
571,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/a;)Landroid/content/Context; [access_flags=static synthetic] @ 0x26464,False,False
572,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean; [access_flags=static synthetic] @ 0x2647c,False,False
573,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->b(Lcom/tencent/bugly/legu/crashreport/common/strategy/a;)Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean; [access_flags=static synthetic] @ 0x2650c,False,False
574,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=protected final] @ 0x26588,False,False
575,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;-><init>(Landroid/content/Context; Ljava/util/List;)V [access_flags=private constructor] @ 0x26410,False,False
576,Lcom/tencent/bugly/legu/proguard/o;->a(I)Ljava/util/List; [access_flags=public final] @ 0x3b56c,False,False
577,Lcom/tencent/bugly/legu/proguard/v;->b(Ljava/lang/Runnable;)Z [access_flags=public final synchronized] @ 0x3f9b4,False,False
578,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->a(Lcom/tencent/bugly/legu/proguard/ap;)V [access_flags=public final] @ 0x26618,False,False
579,Lcom/tencent/bugly/legu/proguard/o;->b(I)V [access_flags=public static] @ 0x3acf8,False,False
580,Ljava/lang/Integer;->parseInt(Ljava/lang/String;)I,True,False
581,Lcom/tencent/bugly/legu/proguard/o;->a(Lcom/tencent/bugly/legu/proguard/q;)Z [access_flags=public final] @ 0x3ba74,False,False
582,Lcom/tencent/bugly/legu/proguard/q;-><init>()V [access_flags=public constructor] @ 0x3c740,False,False
583,Lcom/tencent/bugly/legu/crashreport/common/strategy/a;->b()Z [access_flags=public final synchronized] @ 0x26964,False,False
584,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier$1;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;)V [access_flags=constructor] @ 0x269c0,False,False
585,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier$1;->run()V [access_flags=public final] @ 0x269d8,False,False
586,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;-><init>()V [access_flags=public constructor] @ 0x26a1c,False,False
587,Landroid/content/Context;->unregisterReceiver(Landroid/content/BroadcastReceiver;)V,True,False
588,Landroid/content/IntentFilter;-><init>()V,True,False
589,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;->a(Landroid/content/Context; Landroid/content/Intent;)Z [access_flags=private synchronized] @ 0x26a44,False,False
590,Lcom/tencent/bugly/legu/proguard/a;->e(Landroid/content/Context;)Ljava/lang/String; [access_flags=public static] @ 0x34758,False,False
591,Landroid/content/Intent;->getAction()Ljava/lang/String;,True,False
592,Lcom/tencent/bugly/legu/proguard/t;->a(I)J [access_flags=public final synchronized] @ 0x3de58,False,False
593,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;->addFilter(Ljava/lang/String;)V [access_flags=public synchronized] @ 0x26c58,False,False
594,Landroid/content/IntentFilter;->addAction(Ljava/lang/String;)V,True,False
595,Landroid/content/IntentFilter;->hasAction(Ljava/lang/String;)Z,True,False
596,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;->finalize()V [access_flags=protected] @ 0x26cb0,False,False
597,Ljava/lang/Object;->finalize()V,True,False
598,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;->onReceive(Landroid/content/Context; Landroid/content/Intent;)V [access_flags=public final] @ 0x26cdc,False,False
599,Lcom/tencent/bugly/legu/crashreport/crash/BuglyBroadcastRecevier;->regist(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/crash/b;)V [access_flags=public synchronized] @ 0x26d1c,False,False
600,Landroid/content/Context;->registerReceiver(Landroid/content/BroadcastReceiver; Landroid/content/IntentFilter;)Landroid/content/Intent;,True,False
601,Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean$1;-><init>()V [access_flags=constructor] @ 0x26ddc,False,False
602,Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean$1;->createFromParcel(Landroid/os/Parcel;)Ljava/lang/Object; [access_flags=public final synthetic] @ 0x26df4,False,False
603,Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;-><init>(Landroid/os/Parcel;)V [access_flags=public constructor] @ 0x26f78,False,False
604,Landroid/os/Parcel;->createByteArray()[B,True,False
605,Lcom/tencent/bugly/legu/proguard/a;->a(Landroid/os/Parcel;)Ljava/util/Map; [access_flags=public static] @ 0x33024,False,False
606,Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;-><clinit>()V [access_flags=static constructor] @ 0x26e28,False,False
607,Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;-><init>()V [access_flags=public constructor] @ 0x26e48,False,False
608,Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;->writeToParcel(Landroid/os/Parcel; I)V [access_flags=public] @ 0x27348,False,False
609,Lcom/tencent/bugly/legu/proguard/a;->a(Landroid/os/Parcel; Ljava/util/Map;)V [access_flags=public static] @ 0x331d4,False,False
610,Landroid/os/Parcel;->writeByteArray([B)V,True,False
611,Lcom/tencent/bugly/legu/crashreport/crash/a;-><init>()V [access_flags=public constructor] @ 0x27554,False,False
612,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$b;->a(J J Ljava/lang/String;)Z [access_flags=public abstract] @ 0x0,False,False
613,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$b;->a(Ljava/lang/String; I Ljava/lang/String; Ljava/lang/String;)Z [access_flags=public abstract] @ 0x0,False,False
614,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$b;->a(J)Z [access_flags=public abstract] @ 0x0,False,False
615,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$1;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$a; Z)V [access_flags=constructor] @ 0x275d0,False,False
616,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$1;->a(J)Z [access_flags=public final] @ 0x275f0,False,False
617,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$1;->a(J J Ljava/lang/String;)Z [access_flags=public final] @ 0x27654,False,False
618,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$1;->a(Ljava/lang/String; I Ljava/lang/String; Ljava/lang/String;)Z [access_flags=public final] @ 0x276ac,False,False
619,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$2;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$a; Z)V [access_flags=constructor] @ 0x27760,False,False
620,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$2;->a(J)Z [access_flags=public final] @ 0x27780,False,False
621,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$2;->a(J J Ljava/lang/String;)Z [access_flags=public final] @ 0x277b0,False,False
622,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$2;->a(Ljava/lang/String; I Ljava/lang/String; Ljava/lang/String;)Z [access_flags=public final] @ 0x277fc,False,False
623,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$a;-><init>()V [access_flags=public constructor] @ 0x27880,False,False
624,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper;-><init>()V [access_flags=public constructor] @ 0x27898,False,False
625,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper;->a(Ljava/io/BufferedReader;)Ljava/lang/String; [access_flags=private static] @ 0x278b0,False,False
626,Ljava/lang/StringBuffer;->toString()Ljava/lang/String;,True,False
627,Ljava/io/BufferedReader;->readLine()Ljava/lang/String;,True,False
628,Ljava/lang/StringBuffer;->append(Ljava/lang/String;)Ljava/lang/StringBuffer;,True,False
629,Ljava/lang/StringBuffer;-><init>()V,True,False
630,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper;->a(Ljava/io/BufferedReader; [Ljava/util/regex/Pattern;)[Ljava/lang/Object; [access_flags=private static varargs] @ 0x27920,False,False
631,Ljava/util/regex/Matcher;->matches()Z,True,False
632,Ljava/util/regex/Pattern;->matcher(Ljava/lang/CharSequence;)Ljava/util/regex/Matcher;,True,False
633,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper;->b(Ljava/io/BufferedReader;)Ljava/lang/String; [access_flags=private static] @ 0x27984,False,False
634,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper;->readFirstDumpInfo(Ljava/lang/String; Z)Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$a; [access_flags=public static] @ 0x279f8,False,False
635,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper;->readTraceFile(Ljava/lang/String; Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$b;)V [access_flags=public static] @ 0x27b2c,False,False
636,Ljava/lang/Long;->parseLong(Ljava/lang/String;)J,True,False
637,Ljava/util/regex/Pattern;->compile(Ljava/lang/String;)Ljava/util/regex/Pattern;,True,False
638,Ljava/io/BufferedReader;->close()V,True,False
639,Ljava/util/Date;->getTime()J,True,False
640,Ljava/util/regex/Matcher;->group(I)Ljava/lang/String;,True,False
641,Ljava/io/File;->length()J,True,False
642,Ljava/text/SimpleDateFormat;-><init>(Ljava/lang/String; Ljava/util/Locale;)V,True,False
643,Ljava/io/File;->lastModified()J,True,False
644,Ljava/util/regex/Matcher;->find()Z,True,False
645,Ljava/util/regex/Matcher;->group()Ljava/lang/String;,True,False
646,Ljava/text/SimpleDateFormat;->parse(Ljava/lang/String;)Ljava/util/Date;,True,False
647,Ljava/lang/String;->indexOf(Ljava/lang/String;)I,True,False
648,Ljava/io/BufferedReader;-><init>(Ljava/io/Reader;)V,True,False
649,Ljava/io/FileReader;-><init>(Ljava/io/File;)V,True,False
650,Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper;->readTargetDumpInfo(Ljava/lang/String; Ljava/lang/String; Z)Lcom/tencent/bugly/legu/crashreport/crash/anr/TraceFileHelper$a; [access_flags=public static] @ 0x27acc,False,False
651,Lcom/tencent/bugly/legu/crashreport/crash/anr/a;-><init>()V [access_flags=public constructor] @ 0x27f6c,False,False
652,Lcom/tencent/bugly/legu/crashreport/crash/anr/b$1;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/anr/b; Ljava/lang/String; I)V [access_flags=constructor] @ 0x27fa8,False,False
653,Landroid/os/FileObserver;-><init>(Ljava/lang/String; I)V,True,False
654,Lcom/tencent/bugly/legu/crashreport/crash/anr/b$1;->onEvent(I Ljava/lang/String;)V [access_flags=public final] @ 0x27fc8,False,False
655,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a(Ljava/lang/String;)V [access_flags=public final] @ 0x28e84,False,False
656,Lcom/tencent/bugly/legu/crashreport/crash/anr/b$2;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/anr/b;)V [access_flags=constructor] @ 0x28030,False,False
657,Lcom/tencent/bugly/legu/crashreport/crash/anr/b$2;->run()V [access_flags=public final] @ 0x2804c,False,False
658,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->b()V [access_flags=protected final] @ 0x291c4,False,False
659,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a(Landroid/content/Context; J)Landroid/app/ActivityManager$ProcessErrorStateInfo; [access_flags=private static] @ 0x280e0,False,False
660,Ljava/util/concurrent/atomic/AtomicInteger;->set(I)V,True,False
661,Ljava/lang/Math;->abs(J)J,True,False
662,Ljava/util/concurrent/atomic/AtomicInteger;->get()I,True,False
663,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a(Landroid/content/Context; Ljava/lang/String; Landroid/app/ActivityManager$ProcessErrorStateInfo; J Ljava/util/Map;)Z [access_flags=private] @ 0x28404,False,False
664,Lcom/tencent/bugly/legu/proguard/a;->a(I Z)Ljava/util/Map; [access_flags=public static] @ 0x32e9c,False,False
665,Ljava/lang/Class;->toString()Ljava/lang/String;,True,False
666,Ljava/lang/String;->startsWith(Ljava/lang/String;)Z,True,False
667,Ljava/io/File;->isDirectory()Z,True,False
668,Ljava/io/File;->listFiles()[Ljava/io/File;,True,False
669,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/crashreport/common/info/a; Lcom/tencent/bugly/legu/proguard/v; Lcom/tencent/bugly/legu/crashreport/crash/b;)V [access_flags=public constructor] @ 0x28068,False,False
670,Ljava/util/concurrent/atomic/AtomicInteger;-><init>(I)V,True,False
671,Ljava/lang/Thread;->sleep(J)V,True,False
672,Ljava/lang/InterruptedException;->printStackTrace()V,True,False
673,Landroid/app/ActivityManager;->getProcessesInErrorState()Ljava/util/List;,True,False
674,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a(Lcom/tencent/bugly/legu/crashreport/crash/anr/a;)Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; [access_flags=private] @ 0x281cc,False,False
675,Lcom/tencent/bugly/legu/proguard/x;->a(Z)[B [access_flags=public static] @ 0x404a8,False,False
676,Lcom/tencent/bugly/legu/proguard/a;->k()J [access_flags=public static] @ 0x34fe4,False,False
677,Lcom/tencent/bugly/legu/proguard/a;->a(Landroid/content/Context; I Ljava/lang/String;)Ljava/lang/String; [access_flags=public static] @ 0x32478,False,False
678,Lcom/tencent/bugly/legu/proguard/a;->g()J [access_flags=public static] @ 0x34a54,False,False
679,Lcom/tencent/bugly/legu/proguard/a;->b([B)Ljava/lang/String; [access_flags=public static] @ 0x340e0,False,False
680,Lcom/tencent/bugly/legu/proguard/a;->i()J [access_flags=public static] @ 0x34cbc,False,False
681,Lcom/tencent/bugly/legu/proguard/a;->n()Ljava/lang/String; [access_flags=public static] @ 0x35104,False,False
682,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/Thread; Ljava/lang/String; Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;)V [access_flags=public static] @ 0x2a874,False,False
683,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; J Z)V [access_flags=public final] @ 0x2b708,False,False
684,Ljava/io/File;-><init>(Ljava/io/File; Ljava/lang/String;)V,True,False
